timestamp,equipment_id,equipment_type,severity,message,facility,operator
2025-05-05T19:12:51.441422,compressor_02,compressor,WARNING,compressor_02: Valve Malfunction detected during routine check,Plant_A,David Carrillo
2025-05-05T19:12:51.441422,pump_01,pump,INFO,pump_01: Operating within normal parameters,Plant_C,Robert Thompson
2025-05-05T19:12:51.441422,turbine_03,turbine,INFO,turbine_03: Operating within normal parameters,Plant_A,Andrew Freeman
2025-05-05T20:12:51.441422,pump_04,pump,INFO,pump_04: Performance metrics nominal,Plant_A,Vernon Fernandez
2025-05-05T20:12:51.441422,turbine_01,turbine,WARNING,turbine_01: Lubrication Issue detected during routine check,Plant_B,Larry Houston
2025-05-05T20:12:51.441422,motor_05,motor,INFO,motor_05: Performance metrics nominal,Plant_C,Jessica Herrera
2025-05-05T20:12:51.441422,pump_01,pump,INFO,pump_01: Routine maintenance completed successfully,Plant_B,John Murray
2025-05-05T21:12:51.441422,turbine_02,turbine,INFO,turbine_02: Routine maintenance completed successfully,Plant_C,Pamela Ferrell
2025-05-05T21:12:51.441422,compressor_02,compressor,INFO,compressor_02: Routine maintenance completed successfully,Plant_B,Vicki Weeks
2025-05-05T21:12:51.441422,compressor_02,compressor,INFO,compressor_02: Routine maintenance completed successfully,Plant_C,Dr. Andrew Gibbs MD
2025-05-05T21:12:51.441422,heat_exchanger_05,heat_exchanger,INFO,heat_exchanger_05: Scheduled inspection - no issues found,Plant_A,Erin Harris
2025-05-05T22:12:51.441422,heat_exchanger_01,heat_exchanger,INFO,heat_exchanger_01: Scheduled inspection - no issues found,Plant_A,Jill Stevens
2025-05-05T22:12:51.441422,pump_01,pump,INFO,pump_01: Scheduled inspection - no issues found,Plant_C,Lisa Wolfe
2025-05-05T22:12:51.441422,heat_exchanger_01,heat_exchanger,INFO,heat_exchanger_01: Scheduled inspection - no issues found,Plant_C,Eric Cannon
2025-05-05T22:12:51.441422,compressor_05,compressor,INFO,compressor_05: Operating within normal parameters,Plant_A,James Harper
2025-05-05T22:12:51.441422,heat_exchanger_03,heat_exchanger,INFO,heat_exchanger_03: Routine maintenance completed successfully,Plant_B,Robin Burns
2025-05-05T22:12:51.441422,compressor_05,compressor,INFO,compressor_05: Operating within normal parameters,Plant_A,Michael Russell
2025-05-05T23:12:51.441422,heat_exchanger_05,heat_exchanger,INFO,heat_exchanger_05: Performance metrics nominal,Plant_A,Andrew Martinez
2025-05-05T23:12:51.441422,heat_exchanger_04,heat_exchanger,WARNING,heat_exchanger_04: Fouling detected during routine check,Plant_C,Julian Rodriguez
2025-05-05T23:12:51.441422,turbine_05,turbine,INFO,turbine_05: Scheduled inspection - no issues found,Plant_B,Alexandra Merritt
2025-05-05T23:12:51.441422,pump_04,pump,ERROR,pump_04: Cavitation detected during routine check,Plant_C,Christopher Fleming
2025-05-05T23:12:51.441422,heat_exchanger_01,heat_exchanger,ERROR,heat_exchanger_01: Flow Restriction detected during routine check,Plant_B,Renee Taylor
2025-05-05T23:12:51.441422,heat_exchanger_02,heat_exchanger,INFO,heat_exchanger_02: Routine maintenance completed successfully,Plant_C,John Berry
2025-05-05T23:12:51.441422,compressor_01,compressor,INFO,compressor_01: Routine maintenance completed successfully,Plant_B,Ashley Palmer
2025-05-05T23:12:51.441422,motor_04,motor,INFO,motor_04: Scheduled inspection - no issues found,Plant_A,Kenneth Morris
2025-05-06T00:12:51.441422,motor_04,motor,INFO,motor_04: Scheduled inspection - no issues found,Plant_A,Thomas Peterson
2025-05-06T00:12:51.441422,compressor_04,compressor,INFO,compressor_04: Operating within normal parameters,Plant_C,Theresa Smith
2025-05-06T00:12:51.441422,heat_exchanger_02,heat_exchanger,INFO,heat_exchanger_02: Scheduled inspection - no issues found,Plant_C,Juan Morrison
2025-05-06T00:12:51.441422,compressor_02,compressor,WARNING,compressor_02: Valve Malfunction detected during routine check,Plant_C,Shane James
2025-05-06T00:12:51.441422,turbine_03,turbine,ERROR,turbine_03: Blade Erosion detected during routine check,Plant_A,Kelsey Reyes
2025-05-06T00:12:51.441422,motor_01,motor,INFO,motor_01: Routine maintenance completed successfully,Plant_A,Samuel Ford
2025-05-06T00:12:51.441422,turbine_01,turbine,INFO,turbine_01: Performance metrics nominal,Plant_A,Sarah Hall
2025-05-06T01:12:51.441422,heat_exchanger_03,heat_exchanger,INFO,heat_exchanger_03: Performance metrics nominal,Plant_C,Stephanie Mitchell
2025-05-06T01:12:51.441422,pump_03,pump,INFO,pump_03: Operating within normal parameters,Plant_C,Andrew Peck
2025-05-06T01:12:51.441422,heat_exchanger_01,heat_exchanger,INFO,heat_exchanger_01: Operating within normal parameters,Plant_C,Brian Jones
2025-05-06T01:12:51.441422,turbine_05,turbine,INFO,turbine_05: Routine maintenance completed successfully,Plant_B,Denise Chang
2025-05-06T02:12:51.441422,turbine_01,turbine,INFO,turbine_01: Performance metrics nominal,Plant_B,Brian Hayes
2025-05-06T02:12:51.441422,pump_03,pump,INFO,pump_03: Scheduled inspection - no issues found,Plant_B,Frank Lowery
2025-05-06T02:12:51.441422,pump_01,pump,INFO,pump_01: Routine maintenance completed successfully,Plant_C,William Strickland
2025-05-06T02:12:51.441422,turbine_04,turbine,ERROR,turbine_04: Lubrication Issue detected during routine check,Plant_B,Timothy Morgan
2025-05-06T02:12:51.441422,heat_exchanger_05,heat_exchanger,INFO,heat_exchanger_05: Performance metrics nominal,Plant_B,Megan Spence
2025-05-06T03:12:51.441422,compressor_03,compressor,WARNING,compressor_03: Oil level decreased by 1.5L in last 24h cycle,Plant_C,John Wagner
2025-05-06T03:12:51.441422,compressor_02,compressor,WARNING,compressor_02: Cooling Issue detected during routine check,Plant_A,Randy Rhodes
2025-05-06T03:12:51.441422,turbine_02,turbine,INFO,turbine_02: Operating within normal parameters,Plant_B,Rebecca Parks
2025-05-06T03:12:51.441422,compressor_05,compressor,INFO,compressor_05: Operating within normal parameters,Plant_A,Pam Sanders
2025-05-06T03:12:51.441422,compressor_05,compressor,INFO,compressor_05: Routine maintenance completed successfully,Plant_B,Katie Ward
2025-05-06T03:12:51.441422,pump_02,pump,INFO,pump_02: Scheduled inspection - no issues found,Plant_A,Jared Patterson
2025-05-06T04:12:51.441422,heat_exchanger_04,heat_exchanger,INFO,heat_exchanger_04: Routine maintenance completed successfully,Plant_B,Edward Thomas
2025-05-06T04:12:51.441422,turbine_05,turbine,WARNING,turbine_05: Blade Erosion detected during routine check,Plant_C,Bryan Diaz
2025-05-06T05:12:51.441422,compressor_05,compressor,ERROR,compressor_05: Oil level decreased by 1.2L in last 24h cycle,Plant_A,Larry Mathews
2025-05-06T05:12:51.441422,heat_exchanger_01,heat_exchanger,INFO,heat_exchanger_01: Scheduled inspection - no issues found,Plant_C,Juan Carson
2025-05-06T05:12:51.441422,compressor_04,compressor,INFO,compressor_04: Operating within normal parameters,Plant_B,Anthony Carroll
2025-05-06T05:12:51.441422,motor_05,motor,WARNING,motor_05: Voltage Fluctuation detected during routine check,Plant_C,Karla Allen
2025-05-06T05:12:51.441422,heat_exchanger_03,heat_exchanger,INFO,heat_exchanger_03: Performance metrics nominal,Plant_A,Sheryl Prince
2025-05-06T05:12:51.441422,compressor_02,compressor,INFO,compressor_02: Performance metrics nominal,Plant_B,Seth Hoffman
2025-05-06T05:12:51.441422,motor_05,motor,INFO,motor_05: Operating within normal parameters,Plant_B,Allison Johnson
2025-05-06T06:12:51.441422,compressor_05,compressor,INFO,compressor_05: Operating within normal parameters,Plant_B,Anne Young
2025-05-06T06:12:51.441422,compressor_03,compressor,INFO,compressor_03: Performance metrics nominal,Plant_C,Charles Fletcher
2025-05-06T06:12:51.441422,heat_exchanger_03,heat_exchanger,INFO,heat_exchanger_03: Scheduled inspection - no issues found,Plant_A,Tyler Dunn
2025-05-06T06:12:51.441422,compressor_05,compressor,WARNING,"compressor_05: System pressure dropped to 20.1 PSI, investigating cause",Plant_A,Erika Walter
2025-05-06T06:12:51.441422,heat_exchanger_05,heat_exchanger,INFO,heat_exchanger_05: Scheduled inspection - no issues found,Plant_A,Michael Mills
2025-05-06T06:12:51.441422,motor_05,motor,WARNING,motor_05: Winding Insulation detected during routine check,Plant_A,Jeffrey Adams
2025-05-06T06:12:51.441422,compressor_03,compressor,INFO,compressor_03: Performance metrics nominal,Plant_C,Dale Vasquez
2025-05-06T06:12:51.441422,heat_exchanger_02,heat_exchanger,INFO,heat_exchanger_02: Routine maintenance completed successfully,Plant_A,Linda Perry
2025-05-06T06:12:51.441422,heat_exchanger_03,heat_exchanger,INFO,heat_exchanger_03: Performance metrics nominal,Plant_C,Marcia Ramirez
2025-05-06T06:12:51.441422,motor_01,motor,ERROR,motor_01: Bearing Failure detected during routine check,Plant_A,Ashley Levy
2025-05-06T06:12:51.441422,turbine_01,turbine,ERROR,"turbine_01: Vibration levels elevated to 11.3Hz, potential bearing wear detected",Plant_B,Michael Perez
2025-05-06T07:12:51.441422,heat_exchanger_02,heat_exchanger,INFO,heat_exchanger_02: Operating within normal parameters,Plant_C,David Miller
2025-05-06T07:12:51.441422,pump_02,pump,INFO,pump_02: Routine maintenance completed successfully,Plant_A,Robert Weber
2025-05-06T08:12:51.441422,turbine_02,turbine,INFO,turbine_02: Routine maintenance completed successfully,Plant_B,Brenda Barker
2025-05-06T08:12:51.441422,turbine_04,turbine,INFO,turbine_04: Routine maintenance completed successfully,Plant_C,Adrian Cooley
2025-05-06T09:12:51.441422,turbine_01,turbine,INFO,turbine_01: Routine maintenance completed successfully,Plant_A,Susan Vaughn
2025-05-06T09:12:51.441422,turbine_05,turbine,INFO,turbine_05: Performance metrics nominal,Plant_A,Joseph Lozano
2025-05-06T09:12:51.441422,heat_exchanger_04,heat_exchanger,WARNING,heat_exchanger_04: Thermal Stress detected during routine check,Plant_A,William Webb
2025-05-06T09:12:51.441422,turbine_03,turbine,INFO,turbine_03: Performance metrics nominal,Plant_B,Dale Johnson
2025-05-06T09:12:51.441422,motor_05,motor,WARNING,motor_05: Winding Insulation detected during routine check,Plant_B,Nicolas Garcia
2025-05-06T10:12:51.441422,pump_02,pump,INFO,pump_02: Operating within normal parameters,Plant_A,Jessica Harrell
2025-05-06T11:12:51.441422,heat_exchanger_04,heat_exchanger,INFO,heat_exchanger_04: Performance metrics nominal,Plant_A,Patricia Miller
2025-05-06T12:12:51.441422,turbine_04,turbine,INFO,turbine_04: Routine maintenance completed successfully,Plant_A,Ian Miller
2025-05-06T12:12:51.441422,pump_03,pump,INFO,pump_03: Routine maintenance completed successfully,Plant_B,Joanna Moore
2025-05-06T12:12:51.441422,heat_exchanger_03,heat_exchanger,INFO,heat_exchanger_03: Performance metrics nominal,Plant_A,Sherry Watkins
2025-05-06T13:12:51.441422,pump_03,pump,INFO,pump_03: Operating within normal parameters,Plant_C,Stephanie Curtis MD
2025-05-06T13:12:51.441422,compressor_02,compressor,INFO,compressor_02: Performance metrics nominal,Plant_C,Vickie Cook
2025-05-06T13:12:51.441422,motor_02,motor,WARNING,motor_02: Overheating detected during routine check,Plant_B,Anthony Jones
2025-05-06T13:12:51.441422,heat_exchanger_05,heat_exchanger,INFO,heat_exchanger_05: Routine maintenance completed successfully,Plant_A,Ana Kelley
2025-05-06T13:12:51.441422,compressor_04,compressor,INFO,compressor_04: Operating within normal parameters,Plant_A,Laura Gray
2025-05-06T13:12:51.441422,compressor_03,compressor,INFO,compressor_03: Routine maintenance completed successfully,Plant_C,Janice Fox
2025-05-06T13:12:51.441422,motor_02,motor,INFO,motor_02: Scheduled inspection - no issues found,Plant_C,Adam Medina
2025-05-06T14:12:51.441422,pump_05,pump,WARNING,pump_05: Vibration detected during routine check,Plant_B,Ariana Cole
2025-05-06T14:12:51.441422,compressor_05,compressor,INFO,compressor_05: Routine maintenance completed successfully,Plant_B,Derek Harris
2025-05-06T14:12:51.441422,turbine_04,turbine,INFO,turbine_04: Performance metrics nominal,Plant_B,Anne Warren
2025-05-06T14:12:51.441422,motor_01,motor,ERROR,motor_01: Bearing Failure detected during routine check,Plant_A,Daniel Powell
2025-05-06T14:12:51.441422,compressor_02,compressor,WARNING,compressor_02: Valve Malfunction detected during routine check,Plant_C,Daniel Moody
2025-05-06T14:12:51.441422,motor_04,motor,INFO,motor_04: Performance metrics nominal,Plant_A,Steven Delacruz
2025-05-06T15:12:51.441422,pump_05,pump,INFO,pump_05: Operating within normal parameters,Plant_C,Brianna Mitchell
2025-05-06T15:12:51.441422,motor_05,motor,ERROR,motor_05: Voltage Fluctuation detected during routine check,Plant_C,Paul Richardson
2025-05-06T15:12:51.441422,turbine_04,turbine,WARNING,turbine_04: Blade Erosion detected during routine check,Plant_B,Whitney Roberts
2025-05-06T15:12:51.441422,pump_01,pump,WARNING,pump_01: Vibration detected during routine check,Plant_B,Steven Gilbert
2025-05-06T15:12:51.441422,compressor_03,compressor,INFO,compressor_03: Routine maintenance completed successfully,Plant_C,Shannon Steele
2025-05-06T15:12:51.441422,compressor_04,compressor,INFO,compressor_04: Operating within normal parameters,Plant_B,Jennifer Russell
2025-05-06T15:12:51.441422,pump_05,pump,INFO,pump_05: Scheduled inspection - no issues found,Plant_C,Charles Cooper
2025-05-06T15:12:51.441422,compressor_04,compressor,INFO,compressor_04: Performance metrics nominal,Plant_C,John Kim
2025-05-06T15:12:51.441422,pump_02,pump,INFO,pump_02: Routine maintenance completed successfully,Plant_C,Mary Acosta
2025-05-06T16:12:51.441422,motor_01,motor,INFO,motor_01: Scheduled inspection - no issues found,Plant_A,Ryan Ross
2025-05-06T16:12:51.441422,turbine_01,turbine,WARNING,turbine_01: Blade Erosion detected during routine check,Plant_C,Brandy Hunter
2025-05-06T16:12:51.441422,turbine_04,turbine,INFO,turbine_04: Scheduled inspection - no issues found,Plant_B,Ray Massey
2025-05-06T16:12:51.441422,motor_02,motor,INFO,motor_02: Scheduled inspection - no issues found,Plant_B,Barbara Farmer
2025-05-06T16:12:51.441422,motor_05,motor,INFO,motor_05: Scheduled inspection - no issues found,Plant_C,Scott Williams
2025-05-06T16:12:51.441422,heat_exchanger_05,heat_exchanger,ERROR,heat_exchanger_05: Fouling detected during routine check,Plant_C,Teresa Hudson
2025-05-06T16:12:51.441422,motor_03,motor,INFO,motor_03: Performance metrics nominal,Plant_B,Kelly Franco
2025-05-06T16:12:51.441422,heat_exchanger_02,heat_exchanger,ERROR,heat_exchanger_02: Corrosion detected during routine check,Plant_B,Michael Gonzalez
2025-05-06T16:12:51.441422,heat_exchanger_01,heat_exchanger,INFO,heat_exchanger_01: Routine maintenance completed successfully,Plant_B,Donald Gray
2025-05-06T16:12:51.441422,heat_exchanger_01,heat_exchanger,ERROR,heat_exchanger_01: Fouling detected during routine check,Plant_C,Steven Baldwin
2025-05-06T17:12:51.441422,compressor_05,compressor,INFO,compressor_05: Routine maintenance completed successfully,Plant_A,Heather Lyons
2025-05-06T17:12:51.441422,pump_04,pump,INFO,pump_04: Performance metrics nominal,Plant_A,Brittany Reed
2025-05-06T17:12:51.441422,motor_01,motor,WARNING,motor_01: Bearing Failure detected during routine check,Plant_A,Allison Johnson
2025-05-06T17:12:51.441422,motor_04,motor,WARNING,motor_04: Overheating detected during routine check,Plant_B,Angela Taylor
2025-05-06T17:12:51.441422,heat_exchanger_04,heat_exchanger,INFO,heat_exchanger_04: Routine maintenance completed successfully,Plant_A,Brittany George
2025-05-06T17:12:51.441422,compressor_03,compressor,INFO,compressor_03: Routine maintenance completed successfully,Plant_A,Nathaniel Wright
2025-05-06T18:12:51.441422,motor_05,motor,INFO,motor_05: Routine maintenance completed successfully,Plant_B,Brandon Morrow
2025-05-06T18:12:51.441422,heat_exchanger_01,heat_exchanger,WARNING,heat_exchanger_01: Flow Restriction detected during routine check,Plant_A,Tara Ramirez
2025-05-06T18:12:51.441422,turbine_04,turbine,INFO,turbine_04: Operating within normal parameters,Plant_C,Zachary Middleton
2025-05-06T19:12:51.441422,compressor_04,compressor,WARNING,compressor_04: Valve Malfunction detected during routine check,Plant_B,Brent Randall
2025-05-06T19:12:51.441422,pump_04,pump,WARNING,pump_04: Temperature reading 83.6°C exceeds normal range (40-60°C),Plant_A,Stephanie Oliver
2025-05-06T20:12:51.441422,turbine_01,turbine,INFO,turbine_01: Operating within normal parameters,Plant_C,Mr. James Khan
2025-05-06T20:12:51.441422,heat_exchanger_05,heat_exchanger,WARNING,heat_exchanger_05: Flow Restriction detected during routine check,Plant_B,Lori Medina
2025-05-06T20:12:51.441422,heat_exchanger_02,heat_exchanger,WARNING,heat_exchanger_02: Corrosion detected during routine check,Plant_B,Shane Jones
2025-05-06T20:12:51.441422,motor_01,motor,INFO,motor_01: Performance metrics nominal,Plant_C,Adam Velasquez
2025-05-06T21:12:51.441422,pump_05,pump,WARNING,pump_05: Temperature reading 83.9°C exceeds normal range (40-60°C),Plant_A,Karen Rogers
2025-05-06T21:12:51.441422,turbine_03,turbine,ERROR,"turbine_03: Vibration levels elevated to 11.5Hz, potential bearing wear detected",Plant_A,Manuel Trujillo
2025-05-06T21:12:51.441422,turbine_04,turbine,WARNING,turbine_04: Lubrication Issue detected during routine check,Plant_C,Jillian Austin
2025-05-06T22:12:51.441422,heat_exchanger_02,heat_exchanger,INFO,heat_exchanger_02: Scheduled inspection - no issues found,Plant_C,Stephanie Ramirez
2025-05-06T22:12:51.441422,pump_03,pump,INFO,pump_03: Operating within normal parameters,Plant_C,Anthony Kelly
2025-05-06T22:12:51.441422,turbine_05,turbine,ERROR,turbine_05: Blade Erosion detected during routine check,Plant_C,Mr. Stephen Baker PhD
2025-05-06T22:12:51.441422,pump_04,pump,INFO,pump_04: Routine maintenance completed successfully,Plant_A,Kevin Vega
2025-05-06T22:12:51.441422,pump_04,pump,INFO,pump_04: Operating within normal parameters,Plant_C,Timothy Carpenter
2025-05-06T22:12:51.441422,turbine_02,turbine,INFO,turbine_02: Performance metrics nominal,Plant_B,Ann Williams
2025-05-06T22:12:51.441422,turbine_02,turbine,INFO,turbine_02: Routine maintenance completed successfully,Plant_C,Dr. Andre Douglas DDS
2025-05-06T22:12:51.441422,turbine_01,turbine,INFO,turbine_01: Routine maintenance completed successfully,Plant_C,William Braun
2025-05-06T22:12:51.441422,motor_01,motor,INFO,motor_01: Performance metrics nominal,Plant_C,Adam Holt
2025-05-06T23:12:51.441422,heat_exchanger_03,heat_exchanger,INFO,heat_exchanger_03: Operating within normal parameters,Plant_C,Rose Welch
2025-05-06T23:12:51.441422,turbine_01,turbine,INFO,turbine_01: Operating within normal parameters,Plant_C,Paul Keller
2025-05-06T23:12:51.441422,pump_03,pump,WARNING,pump_03: Temperature reading 89.4°C exceeds normal range (40-60°C),Plant_A,Terrence Macias
2025-05-06T23:12:51.441422,turbine_03,turbine,INFO,turbine_03: Performance metrics nominal,Plant_B,Anthony Lee
2025-05-06T23:12:51.441422,heat_exchanger_01,heat_exchanger,INFO,heat_exchanger_01: Routine maintenance completed successfully,Plant_A,Jeffery Howard
2025-05-06T23:12:51.441422,heat_exchanger_01,heat_exchanger,INFO,heat_exchanger_01: Scheduled inspection - no issues found,Plant_B,Thomas Gross
2025-05-06T23:12:51.441422,turbine_03,turbine,INFO,turbine_03: Scheduled inspection - no issues found,Plant_B,James Medina
2025-05-06T23:12:51.441422,pump_03,pump,INFO,pump_03: Operating within normal parameters,Plant_A,Philip Castaneda
2025-05-06T23:12:51.441422,turbine_01,turbine,WARNING,"turbine_01: Vibration levels elevated to 10.4Hz, potential bearing wear detected",Plant_C,Charles Green
2025-05-06T23:12:51.441422,pump_04,pump,WARNING,pump_04: Vibration detected during routine check,Plant_A,Gregory Craig
2025-05-06T23:12:51.441422,turbine_04,turbine,INFO,turbine_04: Performance metrics nominal,Plant_A,David Cardenas
2025-05-07T00:12:51.441422,pump_05,pump,INFO,pump_05: Operating within normal parameters,Plant_A,Craig Sosa
2025-05-07T00:12:51.441422,motor_02,motor,INFO,motor_02: Routine maintenance completed successfully,Plant_C,Corey Weiss
2025-05-07T00:12:51.441422,heat_exchanger_01,heat_exchanger,WARNING,heat_exchanger_01: Thermal Stress detected during routine check,Plant_B,Dawn Nunez
2025-05-07T00:12:51.441422,pump_04,pump,INFO,pump_04: Routine maintenance completed successfully,Plant_C,Randall Reed
2025-05-07T00:12:51.441422,motor_03,motor,WARNING,motor_03: Winding Insulation detected during routine check,Plant_B,Patrick Wilson
2025-05-07T01:12:51.441422,turbine_02,turbine,INFO,turbine_02: Operating within normal parameters,Plant_A,Angel Wright
2025-05-07T01:12:51.441422,motor_04,motor,INFO,motor_04: Operating within normal parameters,Plant_B,Tracy Davis
2025-05-07T01:12:51.441422,pump_03,pump,ERROR,pump_03: Vibration detected during routine check,Plant_C,Edward Williams
2025-05-07T01:12:51.441422,compressor_05,compressor,ERROR,compressor_05: Cooling Issue detected during routine check,Plant_C,Kevin Schaefer
2025-05-07T01:12:51.441422,motor_02,motor,INFO,motor_02: Operating within normal parameters,Plant_A,Jessica West
2025-05-07T01:12:51.441422,pump_03,pump,ERROR,"pump_03: Pressure drop detected, possible seal integrity compromise",Plant_C,Amber Stephens
2025-05-07T02:12:51.441422,pump_03,pump,INFO,pump_03: Routine maintenance completed successfully,Plant_C,Jon Reyes
2025-05-07T02:12:51.441422,pump_02,pump,INFO,pump_02: Scheduled inspection - no issues found,Plant_C,Daniel Johnson
2025-05-07T02:12:51.441422,heat_exchanger_01,heat_exchanger,WARNING,heat_exchanger_01: Thermal Stress detected during routine check,Plant_C,Ashley Porter
2025-05-07T02:12:51.441422,pump_01,pump,INFO,pump_01: Performance metrics nominal,Plant_C,Maria Perez
2025-05-07T02:12:51.441422,turbine_02,turbine,INFO,turbine_02: Operating within normal parameters,Plant_A,Claudia Robinson
2025-05-07T02:12:51.441422,pump_05,pump,INFO,pump_05: Performance metrics nominal,Plant_B,Kayla Russell
2025-05-07T03:12:51.441422,turbine_02,turbine,INFO,turbine_02: Routine maintenance completed successfully,Plant_B,Carl King
2025-05-07T03:12:51.441422,heat_exchanger_01,heat_exchanger,INFO,heat_exchanger_01: Operating within normal parameters,Plant_A,Hannah Mathews
2025-05-07T03:12:51.441422,compressor_04,compressor,INFO,compressor_04: Scheduled inspection - no issues found,Plant_C,Shannon Rodriguez
2025-05-07T03:12:51.441422,heat_exchanger_02,heat_exchanger,INFO,heat_exchanger_02: Scheduled inspection - no issues found,Plant_B,Amanda Garza
2025-05-07T04:12:51.441422,motor_05,motor,INFO,motor_05: Performance metrics nominal,Plant_B,Alan Smith
2025-05-07T04:12:51.441422,turbine_02,turbine,INFO,turbine_02: Operating within normal parameters,Plant_C,Howard Neal
2025-05-07T04:12:51.441422,compressor_03,compressor,INFO,compressor_03: Scheduled inspection - no issues found,Plant_B,Ricardo Grant
2025-05-07T04:12:51.441422,turbine_02,turbine,INFO,turbine_02: Routine maintenance completed successfully,Plant_C,Gina Werner
2025-05-07T04:12:51.441422,motor_04,motor,INFO,motor_04: Scheduled inspection - no issues found,Plant_C,Jessica Berger
2025-05-07T04:12:51.441422,compressor_01,compressor,INFO,compressor_01: Scheduled inspection - no issues found,Plant_B,James Keller
2025-05-07T04:12:51.441422,heat_exchanger_02,heat_exchanger,INFO,heat_exchanger_02: Performance metrics nominal,Plant_A,Michael Chen
2025-05-07T04:12:51.441422,motor_05,motor,WARNING,motor_05: Voltage Fluctuation detected during routine check,Plant_A,Jason Hayes
2025-05-07T05:12:51.441422,compressor_04,compressor,INFO,compressor_04: Scheduled inspection - no issues found,Plant_A,John Haley
2025-05-07T05:12:51.441422,heat_exchanger_03,heat_exchanger,WARNING,heat_exchanger_03: Thermal Stress detected during routine check,Plant_B,Brittany Hall
2025-05-07T05:12:51.441422,compressor_04,compressor,INFO,compressor_04: Routine maintenance completed successfully,Plant_B,Brian Jones
2025-05-07T05:12:51.441422,turbine_01,turbine,INFO,turbine_01: Operating within normal parameters,Plant_A,Richard Bruce
2025-05-07T05:12:51.441422,pump_04,pump,WARNING,pump_04: Vibration detected during routine check,Plant_B,Matthew Acevedo
2025-05-07T05:12:51.441422,pump_03,pump,INFO,pump_03: Performance metrics nominal,Plant_B,Dylan Green
2025-05-07T05:12:51.441422,pump_04,pump,WARNING,pump_04: Temperature reading 94.2°C exceeds normal range (40-60°C),Plant_A,Vincent Rios
2025-05-07T05:12:51.441422,turbine_05,turbine,INFO,turbine_05: Scheduled inspection - no issues found,Plant_A,Nancy Perez
2025-05-07T06:12:51.441422,pump_04,pump,INFO,pump_04: Operating within normal parameters,Plant_A,Dr. Thomas Lewis
2025-05-07T06:12:51.441422,turbine_01,turbine,INFO,turbine_01: Routine maintenance completed successfully,Plant_B,Tracy Walsh
2025-05-07T06:12:51.441422,compressor_05,compressor,INFO,compressor_05: Scheduled inspection - no issues found,Plant_C,Brian Bryant
2025-05-07T06:12:51.441422,pump_03,pump,WARNING,"pump_03: Pressure drop detected, possible seal integrity compromise",Plant_C,Raymond Wiley
2025-05-07T06:12:51.441422,compressor_02,compressor,INFO,compressor_02: Scheduled inspection - no issues found,Plant_B,Steven Robbins
2025-05-07T07:12:51.441422,turbine_02,turbine,ERROR,turbine_02: Lubrication Issue detected during routine check,Plant_B,Gary Medina
2025-05-07T07:12:51.441422,turbine_02,turbine,INFO,turbine_02: Operating within normal parameters,Plant_B,Anthony Lee
2025-05-07T08:12:51.441422,compressor_04,compressor,INFO,compressor_04: Performance metrics nominal,Plant_C,Michael Washington
2025-05-07T08:12:51.441422,heat_exchanger_05,heat_exchanger,INFO,heat_exchanger_05: Performance metrics nominal,Plant_C,Brandon Cox
2025-05-07T08:12:51.441422,heat_exchanger_03,heat_exchanger,INFO,heat_exchanger_03: Performance metrics nominal,Plant_C,Stephanie Stafford
2025-05-07T08:12:51.441422,pump_02,pump,INFO,pump_02: Routine maintenance completed successfully,Plant_B,Lynn Fisher
2025-05-07T09:12:51.441422,compressor_05,compressor,INFO,compressor_05: Routine maintenance completed successfully,Plant_B,Richard Neal
2025-05-07T09:12:51.441422,pump_03,pump,INFO,pump_03: Scheduled inspection - no issues found,Plant_A,Sean Jackson
2025-05-07T09:12:51.441422,compressor_02,compressor,INFO,compressor_02: Scheduled inspection - no issues found,Plant_C,Pamela Baldwin
2025-05-07T09:12:51.441422,motor_02,motor,INFO,motor_02: Performance metrics nominal,Plant_C,Phillip Price
2025-05-07T09:12:51.441422,pump_02,pump,INFO,pump_02: Performance metrics nominal,Plant_A,Thomas Murphy
2025-05-07T09:12:51.441422,heat_exchanger_02,heat_exchanger,INFO,heat_exchanger_02: Performance metrics nominal,Plant_C,Amanda Gray
2025-05-07T09:12:51.441422,pump_01,pump,INFO,pump_01: Operating within normal parameters,Plant_A,Dana Santos
2025-05-07T10:12:51.441422,pump_02,pump,INFO,pump_02: Performance metrics nominal,Plant_A,Miss Jill Brown DVM
2025-05-07T10:12:51.441422,compressor_03,compressor,WARNING,compressor_03: Valve Malfunction detected during routine check,Plant_C,Justin Kelly
2025-05-07T10:12:51.441422,compressor_03,compressor,INFO,compressor_03: Operating within normal parameters,Plant_C,Lawrence Moore
2025-05-07T10:12:51.441422,pump_04,pump,INFO,pump_04: Scheduled inspection - no issues found,Plant_C,Mary Prince
2025-05-07T11:12:51.441422,heat_exchanger_02,heat_exchanger,INFO,heat_exchanger_02: Routine maintenance completed successfully,Plant_C,James Hicks
2025-05-07T11:12:51.441422,compressor_03,compressor,WARNING,compressor_03: Cooling Issue detected during routine check,Plant_A,Tamara Marshall
2025-05-07T11:12:51.441422,pump_01,pump,WARNING,"pump_01: Vibration levels elevated to 10.7Hz, potential bearing wear detected",Plant_A,Debbie Logan
2025-05-07T11:12:51.441422,turbine_04,turbine,INFO,turbine_04: Routine maintenance completed successfully,Plant_A,Jennifer Carpenter
2025-05-07T11:12:51.441422,heat_exchanger_03,heat_exchanger,INFO,heat_exchanger_03: Scheduled inspection - no issues found,Plant_C,Robert Jenkins
